time,iter,used,max_ci,vp_mean,vm_mean,T_global,extra_global
1759433009.506,50,4196,109.5673308974897,1796.461602691618,1679.5069815597676,inf,inf
1759433011.574,100,4296,55.14768051937149,1897.5473836128572,1785.65653992114,178885272.72727272,178880977
1759433013.642,150,4396,36.638534662595646,1610.1138335029618,1743.9173345211439,153714508.56389984,153710113
1759433015.710,200,4496,28.823603051256264,1470.4233521071696,1711.9451805250173,145588110.76923078,145583615
1759433017.742,250,4596,24.19646529029351,1551.2022944003802,1747.4470053941964,142918160.72106263,142913565
1759433019.775,300,4696,22.8363973071375,1530.389558941718,1682.598388868446,137794342.94161126,137789647
1759433021.845,350,4796,20.82228195455455,1525.2179560384075,1647.2269054417243,133167469.17960091,133162674
1759433023.881,400,4896,19.183198907025734,1518.3369818339252,1567.570690093805,128198055.32389292,128193160
1759433025.933,450,4996,16.899902079219522,1499.532345495214,1507.9699500279596,124329783.18135768,124324788
1759433028.007,500,5096,16.03987837287586,1516.9057574399753,1495.6563183483315,125899442.19754529,125894347
1759433030.055,550,5196,15.264076300638271,1486.2935573938548,1464.9435811650721,122148599.99999999,122143404
1759433032.132,600,5296,14.307679593317465,1505.112771261539,1454.9969463236714,121155172.73509362,121149877
1759433034.179,650,5396,13.644960813277079,1506.9836453535404,1443.2315498067014,121177641.86611511,121172246
1759433036.215,700,5496,13.260350088803193,1516.7159544546685,1423.6583830888712,119982767.25146197,119977272
1759433038.273,750,5596,12.798333720724273,1513.1565465798963,1432.1836873839115,120765869.37574983,120760274
1759433040.337,800,5696,12.20742531125897,1504.0299944936992,1458.7267145505757,119447677.66562545,119441982
1759433042.404,850,5796,11.836140870971564,1510.1753171013468,1460.6596615861881,118501046.41924863,118495251
1759433044.439,900,5896,11.633565055656915,1527.605110107181,1437.211604314422,117823081.05844277,117817186
1759433046.476,950,5996,11.14855161955012,1529.5313121312165,1408.9780855392128,117228940.92035618,117222945
1759433048.529,1000,6096,10.829384647002946,1517.6989438020983,1428.1558857567854,116830575.57360925,116824480
1759433050.586,1050,6196,10.654365213545567,1527.150867655503,1457.2461273957756,117894338.09487666,117888143
1759433052.707,1100,6296,10.359752193594684,1516.5069693568998,1479.2340154074602,118184694.6272295,118178399
1759433054.797,1150,6396,10.08471691892109,1501.3612647815985,1501.1414599930001,117491287.62724023,117484892
1759433056.878,1200,6496,9.884917067167175,1498.5448834623548,1499.0105328416976,116866433.29659371,116859938
1759433058.990,1250,6596,9.624213173268293,1508.5191531100345,1527.734465425224,117801582.57542312,117794987
