time,iter,used,max_ci,vp_mean,vm_mean,T_global,extra_global
1760096242.438,50000,108189,0.906717841761205,583.7699398674807,570.0334377552834,42880376.579829216,42772188
1760115285.427,100000,208189,0.6339877157230384,583.0652138775167,559.5164450617679,41877013.42851761,41668825
1760134307.920,150000,308188,0.5209532577975223,583.0759904673608,575.179072173429,42349833.68487481,42041646
1760153327.598,200000,408186,0.4519022535611878,584.5135547900863,575.5465183469113,42479487.29220272,42071302
1760172299.171,250000,508184,0.40415901655514014,582.3721906021176,578.1978778381202,42458472.67268684,41950289
1760191322.543,300000,608181,0.3683343450894432,581.8268297043575,577.9421379563817,42228990.81007333,41620810
1760210301.847,350000,708178,0.3398130530442114,581.8118839389954,574.4609924960578,41969587.72865041,41261410
1760229310.250,400000,808177,0.3184445224665713,581.7854659570228,575.4822234830106,42063746.39755483,41255570
1760248341.893,450000,908177,0.3004413666340277,582.2785831403316,577.6246010683085,42117492.91823435,41209316
1760267355.382,500000,1008176,0.28518280373316757,583.0870144988298,578.99101839094,42161497.82818813,41153322
1760286391.062,550000,1108176,0.2714429609544227,583.1595700233861,578.5591663298654,42120659.68759467,41012484
1760305408.619,600000,1208174,0.2600038751748783,583.571028449867,577.1790869180873,42098889.10497528,40890716
1760324440.590,650000,1308171,0.24974148721946185,583.8575070242646,577.1455478039609,42058868.741804205,40750698
