time,iter,used,max_ci,vp_mean,vm_mean,T_global,extra_global
1759433144.959,50,4196,80.61455617112003,441.4924941464531,615.410074803566,inf,inf
1759433147.177,100,4296,60.036956402888116,476.6766019664339,531.0500607629835,inf,inf
1759433149.417,150,4396,21.461751606216126,509.6491423839004,525.0132522884917,56095515.151515156,56091120
1759433151.626,200,4496,18.083175762977596,569.2603829827405,512.6953360383154,51915520.46783626,51911025
1759433153.844,250,4596,15.54652745212975,539.66633320185,524.5718226590145,50402025.76489534,50397430
1759433156.091,300,4696,13.255641343388398,567.9030679162819,563.4530687116417,51089741.08818011,51085046
1759433158.310,350,4796,12.335192048597836,626.0279842636564,541.5201645434685,51410092.774530545,51405297
1759433160.530,400,4896,10.991391914496338,605.0081230069209,539.1050728296068,50086380.952380955,50081485
1759433162.805,450,4996,10.314467105369486,585.2268981671699,528.6700006287765,48390578.637854114,48385583
1759433165.005,500,5096,9.62302019921551,594.0555705591362,535.5172227251376,48376788.011695914,48371693
1759433167.217,550,5196,9.180841051507763,579.2044630570081,554.492789162199,48569467.96321423,48564272
1759433169.379,600,5296,8.717353108514956,582.8324514981356,553.9932884284929,48084363.38310072,48079068
1759433171.567,650,5396,8.377790592071523,592.4642521513417,567.9481313092526,48811748.2685938,48806353
1759433173.744,700,5496,8.030350163919032,571.5997671859252,562.2725812076528,47729950.54177468,47724455
1759433175.926,750,5596,7.5522893519011305,571.438967897062,557.9297231695917,47005105.38994279,46999510
1759433178.150,800,5696,7.380104609155555,583.034435850941,558.5485111850435,47358904.14899112,47353209
1759433180.410,850,5796,7.08158232195958,587.6667161535216,564.3829487838991,48812025.152347475,48806230
1759433182.643,900,5896,6.905967006988292,576.4277408532799,574.805400082993,48425200.38181605,48419305
1759433184.886,950,5996,6.639505930237586,576.8076775339267,575.9920417562594,48217219.499307714,48211224
1759433187.234,1000,6096,6.466606824299165,584.6956955745915,577.405699345429,48551014.74233528,48544919
1759433189.395,1050,6196,6.344235238500615,572.8093569802343,581.8640272534067,48420522.04105571,48414327
1759433191.566,1100,6296,6.253089598484019,584.7076599225703,579.8984744523793,48239427.84517016,48233132
1759433193.784,1150,6396,6.117634013817693,578.7585218925085,589.6123416805743,48138173.673286565,48131778
1759433195.988,1200,6496,6.030936388381593,572.6226391157948,591.0976611471867,48119401.39485515,48112906
1759433198.216,1250,6596,5.86794684567439,574.0028213596295,598.7359944615657,48256356.148322515,48249761
1759433200.429,1300,6696,5.776988633575976,578.2271635579223,597.2686006017232,47847877.00441012,47841182
1759433202.629,1350,6796,5.6484700339939025,578.8789885069248,590.1644599465914,47282562.216351174,47275767
1759433204.808,1400,6896,5.579371940741244,591.4874352662094,596.3645428833065,47937051.405028224,47930156
1759433207.020,1450,6996,5.485630025058497,602.4878724853082,594.6366079949012,48052730.740716375,48045735
1759433209.257,1500,7096,5.373821136543738,602.8771630068843,590.416506617054,47590642.889353484,47583547
1759433211.467,1550,7196,5.309526434046667,615.1126300335004,583.6871014650922,48032508.54201657,48025313
1759433213.658,1600,7296,5.137070237936936,604.6634660368632,590.6973868930085,48045633.62206765,48038338
1759433215.850,1650,7396,5.0432171766158325,605.304549541414,590.4204403345537,47879251.03367172,47871856
1759433218.009,1700,7496,4.983573476525965,604.8510690160031,586.5017658107829,47302618.09497752,47295123
1759433220.220,1750,7596,4.925177865913804,603.9538503265953,592.643997715053,47174924.6284539,47167329
1759433222.430,1800,7696,4.878448390987765,606.3312385906443,601.7920509297636,47515983.23957082,47508288
1759433224.726,1850,7796,4.831630522622193,606.0401842102617,601.4876781390053,47535060.3678327,47527265
1759433226.971,1900,7896,4.795993749526888,612.0168593959262,602.1307642256235,47874773.243731454,47866878
1759433229.181,1950,7996,4.753643206283459,615.9050549904928,605.0324199372957,47918472.01220609,47910477
1759433231.393,2000,8096,4.7139694088292075,615.7265611745238,607.246099472508,48201167.370375045,48193072
1759433233.610,2050,8196,4.630388816083525,616.2855756869271,606.6747619692078,48264712.82564909,48256517
1759433235.798,2100,8296,4.556399942552887,614.8170621017885,602.6875205775561,48304828.51134583,48296533
1759433238.011,2150,8396,4.481206289014657,613.550748397563,598.9173176012798,48033249.195046164,48024854
1759433240.233,2200,8496,4.465500483431271,613.9257607139591,611.1606981154576,48092250.90905721,48083755
1759433242.402,2250,8596,4.451934692397099,623.4754838052659,610.5007627463423,48378775.581129864,48370180
1759433244.603,2300,8696,4.360282059663252,621.9607641595708,605.706234103528,47865096.741440214,47856401
1759433246.764,2350,8796,4.35844381352103,628.6090543678908,607.2491128829997,48322266.84154988,48313471
1759433248.938,2400,8896,4.367448493179707,629.6026378308914,617.6987817845861,48894789.312081836,48885894
1759433251.114,2450,8996,4.3145440384858285,627.9964176254271,617.7290531059222,48801517.41555298,48792522
1759433253.352,2500,9096,4.289713536024748,627.2014014906865,618.1530928116342,48689079.00691418,48679984
1759433255.660,2550,9196,4.236394169459746,627.3441633698549,616.1756068644615,48742035.14941649,48732840
1759433257.914,2600,9296,4.159756902573131,622.6189708776993,621.8118019627439,48398372.35294497,48389077
1759433260.157,2650,9396,4.138368772470733,619.8096776950734,633.13353454415,48806837.18781122,48797442
1759433262.401,2700,9496,4.094659115043043,624.5289546773217,630.2100963514881,48793166.38011434,48783671
1759433264.645,2750,9596,4.0254827848412775,625.3629761091179,626.1650567213205,48639336.718409665,48629741
1759433266.823,2800,9696,3.9872016561109707,624.7231307418749,624.6975538448914,48496791.039826035,48487096
1759433269.025,2850,9796,3.957200888519728,625.1248658295357,627.2104819245513,48496523.27264636,48486728
1759433271.215,2900,9896,3.9356693737955872,624.7275178136357,629.3918581243572,48399761.52310735,48389866
1759433273.470,2950,9996,3.8974037239181665,628.7324666588167,632.7591918428514,48887235.776235685,48877240
1759433275.701,3000,10096,3.883279581840415,635.2300574828671,632.5820270616451,49268589.19968922,49258494
1759433277.948,3050,10196,3.8469141180548307,639.8014935544932,634.5435711106962,49308059.21608778,49297864
1759433280.190,3100,10296,3.821894923563024,642.4499725718633,633.186853048188,49449013.80452819,49438718
1759433282.444,3150,10396,3.7791524757301875,644.4301801424413,633.4467134523741,49421789.56118121,49411394
1759433284.650,3200,10496,3.7518562080015077,640.7304787408124,635.9888161714449,49339974.41953572,49329479
1759433286.858,3250,10596,3.7229082168572925,643.6487363876358,632.040491737663,49251618.39435335,49241023
1759433289.117,3300,10696,3.675190415547139,646.1592274551376,634.1064723960607,49357265.03171145,49346570
1759433291.308,3350,10796,3.630420969605756,640.5361406288112,632.681549480401,48978194.51047201,48967399
1759433293.523,3400,10896,3.619903045750623,645.309638342721,634.7829385408031,49468498.63814973,49457603
1759433295.721,3450,10996,3.6066439595629953,645.1418428294185,635.2980067702401,49431937.197731085,49420942
1759433297.933,3500,11096,3.5905756187804934,648.5732709773441,637.4732897665128,49401510.69690319,49390415
1759433300.185,3550,11196,3.556965698230797,646.0803126212782,637.3684602799262,49335002.48594451,49323807
1759433302.386,3600,11296,3.52785444784157,649.3239443175285,634.9950665774086,49336172.83606445,49324877
1759433304.573,3650,11396,3.499752043586073,646.7991410969364,633.5422545933338,48971225.69896979,48959830
1759433306.798,3700,11496,3.476734928937231,647.6248345280944,636.7899979080778,48991495.823610835,48980000
1759433309.149,3750,11596,3.425798593930504,645.3733687597315,634.3255784184173,48679543.33733419,48667948
1759433311.390,3800,11696,3.4043374415167094,651.0102726338312,632.3812149483707,48884180.88826227,48872485
1759433313.620,3850,11796,3.3815311470400258,647.5230234415721,637.4314743756803,49028204.861993924,49016409
1759433315.818,3900,11896,3.3571690531320404,648.9836333286448,633.8613179868992,49058221.68346169,49046326
1759433318.007,3950,11996,3.3423536929900144,648.1809027889582,636.3044890488196,49003979.018723056,48991984
1759433320.190,4000,12096,3.330609265645726,647.7066087873465,636.55188722926,48920492.99309388,48908397
1759433322.405,4050,12196,3.308450848257339,651.3080881814835,640.0180058647343,49056151.02076604,49043956
1759433324.619,4100,12296,3.284932257536646,650.5576305605618,637.1142994667395,48837083.9927359,48824788
1759433326.847,4150,12396,3.280662998328168,651.2447460900748,639.5464776234335,48966408.42858278,48954013
1759433329.099,4200,12496,3.2670167378614083,653.9431329916572,640.2204290370523,49120673.24101186,49108178
1759433331.324,4250,12596,3.2552962350330468,652.4799946383805,640.7130318449066,49033450.27644688,49020855
1759433333.513,4300,12696,3.240295496735092,653.2656792752431,642.0177384996512,49152784.30179115,49140089
1759433335.758,4350,12796,3.214101945075835,650.7917448291391,642.3370671542855,49030249.165715426,49017454
1759433337.920,4400,12896,3.1976888328803224,652.6988406973197,643.9988734641017,49198519.88329826,49185624
1759433340.087,4450,12996,3.1835445526857655,652.2782128736751,646.0531023727737,49246755.01135579,49233760
1759433342.318,4500,13096,3.1697611902355165,652.0247650716237,646.4136883908366,49312301.83455995,49299206
1759433344.580,4550,13196,3.159594785111732,656.2773035419585,645.508758928911,49443809.30952046,49430614
1759433346.815,4600,13296,3.139810536676547,657.8926645007648,644.3132885796144,49549734.28769539,49536439
1759433349.051,4650,13396,3.114417403498394,656.1160947875996,642.7799141371281,49414548.128584884,49401153
1759433351.304,4700,13496,3.0916609951579965,657.8017712802118,642.3150176286229,49359326.89444469,49345831
1759433353.498,4750,13596,3.0685675326606625,657.4888111874576,641.8324720977414,49318422.9425186,49304827
1759433355.698,4800,13696,3.052841697017248,657.5274249686171,639.8757949500773,49287663.27679508,49273968
1759433357.892,4850,13796,3.04584147398923,656.9970636429248,639.7674883747532,49337666.435150616,49323871
1759433360.164,4900,13896,3.021244128604313,657.2976059431675,641.096068016129,49247577.11172344,49233682
1759433362.364,4950,13996,3.0013730705276114,656.1260029587864,640.5524311407562,49153779.89749661,49139784
1759433364.549,5000,14096,2.9872247127471883,658.4668461106836,639.7410775578766,49311554.04791168,49297459
1759433366.734,5050,14196,2.967684789967793,656.3439912528161,640.0504195763493,49013345.082502395,48999150
1759433368.968,5100,14296,2.952028419275617,654.5986039899574,638.3968445685102,48882766.51391795,48868471
1759433371.186,5150,14396,2.9379569413761715,657.8655647854894,637.2598223720468,49018240.704089485,49003845
1759433373.417,5200,14496,2.927914093486715,655.8677520326097,639.5780525981384,48862433.25344684,48847938
1759433375.649,5250,14596,2.9188510497585525,656.321779926848,643.019429744128,48922983.017529964,48908388
1759433377.878,5300,14696,2.902489946366924,654.8638931367848,641.4425604392195,48769153.91069797,48754458
1759433380.097,5350,14796,2.890390694847965,654.7066645572147,641.0750165514713,48817695.33080922,48802900
1759433382.325,5400,14896,2.8799171550267,655.0779589940735,639.9391663718337,48605738.263604224,48590843
1759433384.534,5450,14996,2.8629321905647336,655.2057820493037,639.9879251388832,48711978.20347808,48696983
1759433386.733,5500,15096,2.847634713747043,657.0175487479937,638.43542376949,48810277.15372021,48795182
1759433388.911,5550,15196,2.841767444571485,655.3919246137112,641.6675080377307,48939537.33453528,48924342
1759433391.091,5600,15296,2.82355883019744,653.8767023146024,643.2202651928615,48878481.037095495,48863186
1759433393.277,5650,15396,2.816593410907364,652.1376005599554,644.285618261883,48919140.16521303,48903745
1759433395.547,5700,15496,2.804289339143315,655.1162769770172,644.0965499529378,48982520.37948207,48967025
1759433397.789,5750,15596,2.7895425203678546,656.6510669635196,643.4329172353082,49007530.34386958,48991935
1759433399.981,5800,15696,2.7738679156660035,657.095041310022,639.9545861920807,48838196.15574937,48822501
1759433402.241,5850,15796,2.764514413641846,656.9647940188247,639.4823810455234,48764785.99748723,48748990
